Keyword,Epoch,Word_1,Similarity_1,Word_2,Similarity_2,Word_3,Similarity_3,Word_4,Similarity_4,Word_5,Similarity_5,Word_6,Similarity_6,Word_7,Similarity_7,Word_8,Similarity_8,Word_9,Similarity_9,Word_10,Similarity_10
Flüchtling,1,Vertriebene,0.806755781173706,Sowjetzonenflüchtling,0.7944965958595276,Umsiedler,0.7744897603988647,Aussiedler,0.7725592851638794,Evakuierte,0.769837498664856,Heimatvertrieben,0.7660064101219177,Zuwanderer,0.7268544435501099,Ausgebombte,0.7219667434692383,Spätheimkehrer,0.7160064578056335,Kriegsgeschädigte,0.7115147113800049
Flüchtling,2,Vertriebene,0.8355010151863098,Heimatvertrieben,0.7686631679534912,Sowjetzonenflüchtling,0.76116943359375,Kriegssachgeschädigte,0.7487956285476685,Zonenflüchtling,0.6812992691993713,kriegsgeschädigt,0.6778236627578735,Palästina,0.6430900692939758,kriegssachgeschädigt,0.5756108164787292,Heimatvertriebene,0.5548697710037231,Verfolgte,0.5417525172233582
Flüchtling,3,Besucher,0.7143734693527222,Chile,0.7003862857818604,Aussiedler,0.6861554980278015,Rumänien,0.6761634349822998,Vertriebene,0.675281822681427,Jugoslawien,0.6678534150123596,Einreise,0.6548648476600647,Argentinien,0.650040328502655,Reisende,0.6446359753608704,Westberliner,0.6366562843322754
Flüchtling,4,Türke,0.7162752747535706,Aussiedler,0.7098797559738159,Verfolgte,0.6805722117424011,Zuwanderer,0.6771053075790405,Ausländer,0.6656626462936401,Vertriebene,0.6579485535621643,Gefangene,0.6546633839607239,vietnamesisch,0.6430143713951111,Häftling,0.6422426104545593,Familienangehörige,0.6299066543579102
Flüchtling,5,Zuwanderer,0.7585448622703552,Einwanderer,0.7125148177146912,Aussiedler,0.7080569863319397,Ausländer,0.6924958825111389,Vertriebene,0.6870529055595398,asylsuchend,0.6649146676063538,Spätaussiedler,0.6507740616798401,Abschiebung,0.6224167943000793,Einreise,0.6122013926506042,Einwanderung,0.6002758741378784
Flüchtling,6,Vertriebene,0.7191238403320312,Aussiedler,0.6759980916976929,Spätaussiedler,0.6732312440872192,Ausländer,0.6661030054092407,Serbe,0.6428466439247131,Zuwanderer,0.6389243006706238,asylsuchend,0.6013364195823669,Abschiebung,0.6009768843650818,Kriegsgefangen,0.5821970105171204,Aufenthalt,0.5795829892158508
Flüchtling,7,Geflüchtete,0.8579495549201965,asylsuchend,0.6845388412475586,Zuwanderer,0.6766937971115112,Einwanderer,0.6262608170509338,Mensch,0.6256857514381409,Minderjährige,0.6104947328567505,Rückkehrer,0.5755107998847961,Abschiebung,0.5505214333534241,Vertriebene,0.5386638641357422,Unterbringung,0.5308142304420471
Flüchtling,8,Geflüchtete,0.858971893787384,Ukrainer,0.6629384160041809,Aufnahme,0.6584779620170593,Tote,0.6433236002922058,Zuwanderer,0.6288073658943176,Einwohner,0.6167245507240295,Polen,0.5952576398849487,Arbeitslose,0.5947939157485962,Ausländer,0.5862537026405334,Hundert,0.58600914478302
Vertriebene,1,Heimatvertrieben,0.8423568606376648,Flüchtling,0.8067559003829956,Evakuierte,0.7265464067459106,Umsiedler,0.7262074947357178,Sowjetzonenflüchtling,0.7171868085861206,Ausgebombte,0.6918426156044006,Aussiedler,0.6860941052436829,Einheimische,0.6727882027626038,Bombengeschädigte,0.6721785068511963,Heimatvertriebene,0.6697938442230225
Vertriebene,2,Flüchtling,0.835500955581665,Heimatvertrieben,0.8050681948661804,kriegsgeschädigt,0.7990357279777527,Palästina,0.7214882969856262,Kriegssachgeschädigte,0.6994603872299194,Sowjetzonenflüchtling,0.6542968153953552,kriegssachgeschädigt,0.5800251960754395,Zonenflüchtling,0.5724904537200928,Heimatvertriebene,0.5691794753074646,Notleistungsgesetz,0.5487052202224731
Vertriebene,3,Flüchtling,0.6752818822860718,deutschstämmig,0.5701468586921692,Zuwanderer,0.5623818635940552,Aussiedler,0.5562877058982849,mitteldeutsch,0.5500375032424927,Westberliner,0.5475732684135437,Rumänien,0.5417736768722534,Bewohner,0.5397884845733643,Tschechoslowakei,0.5335573554039001,Kulturgut,0.5330457091331482
Vertriebene,4,Flüchtling,0.6579484939575195,Jude,0.616666853427887,Zigeuner,0.6074603796005249,Heimatvertrieben,0.5966777801513672,jüdisch,0.5865781903266907,Nazi,0.5565004348754883,Aussiedler,0.5556929707527161,Vertriebenenverband,0.5515267848968506,vietnamesisch,0.5511886477470398,Landsmannschaft,0.5504937767982483
Vertriebene,5,Heimatvertrieben,0.6987274289131165,Flüchtling,0.6870529055595398,Jude,0.65825355052948,Aussiedler,0.6552749872207642,jüdisch,0.6465943455696106,vertrieben,0.6186381578445435,Zwangsarbeiter,0.6030269265174866,Einwanderer,0.5999534130096436,Zuwanderer,0.5964230298995972,Türke,0.5874695777893066
Vertriebene,6,Flüchtling,0.7191238403320312,Kriegsgefangen,0.643417477607727,Spätaussiedler,0.5978587865829468,jüdisch,0.5877596735954285,Heimatvertrieben,0.5818175673484802,Tote,0.5763630867004395,Aussiedler,0.5724216103553772,Nicaragua,0.5677781701087952,Verfolgte,0.5664766430854797,Serbe,0.5614963173866272
Vertriebene,7,Zuwanderer,0.6292963624000549,Kriegsgefangen,0.619752824306488,Kriegsgefangene,0.6081405282020569,sowjetisch,0.5982807874679565,Hunderttausend,0.5973226428031921,Aussiedler,0.5957014560699463,beherbergen,0.5798966884613037,Heimatvertriebene,0.576466977596283,Einwanderer,0.5736525654792786,geflüchtet,0.5725182294845581
Vertriebene,8,Haustier,0.7455303072929382,Panzerfaust,0.7382046580314636,Handgranate,0.7283987998962402,schänden,0.7215914130210876,schätzungsweise,0.708063542842865,umschulden,0.7054782509803772,verwüsten,0.7026506066322327,Erdboden,0.7007503509521484,Pensionär,0.696938693523407,getötet,0.6962769031524658
Heimatvertriebener,1,Pförtner,0.6388977766036987,Junggeselle,0.5919045209884644,Ostdeutsche,0.5861573815345764,Abholer,0.5807867646217346,Bettelmann,0.5649034380912781,Gedankengebilde,0.5582486391067505,Bayer,0.5575559735298157,Krüppel,0.5496060252189636,Untermieter,0.5489314794540405,Nichtjurist,0.5486323237419128
Heimatvertriebener,2,Zusatzbedarf,0.4362604320049286,Schicksalsgefährt,0.43166473507881165,abzuleitend,0.42391613125801086,Gesamtverfassung,0.4166635572910309,hineinmanövrieren,0.415523886680603,abgewandert,0.4086203873157501,Palästina,0.40580427646636963,Gewissengrund,0.3920834958553314,Kombinationsgabe,0.3909333646297455,beleuchtet,0.38914889097213745
Heimatvertriebener,3,Unberufene,0.659006655216217,Luftfahrer,0.6574861407279968,Außenhandelssaldo,0.6519923210144043,verauslagen,0.6507217884063721,Wellenbrecher,0.6457903385162354,Kellerraum,0.6410998702049255,Südkoreaner,0.6358562707901001,Landarbeiterin,0.633009135723114,nachbauen,0.6316637396812439,Ideallösung,0.6302394866943359
Heimatvertriebener,4,Sohn,0.45778682827949524,Studentenzeit,0.4438110888004303,Vertreibung,0.39611008763313293,Tochter,0.3951728045940399,Mitbürger,0.38912898302078247,Schwester,0.3859391212463379,Heimatstadt,0.38471585512161255,Familienangehörige,0.38155341148376465,Jude,0.37892946600914,Herrera,0.3773667812347412
Heimatvertriebener,5,Kriegsgräberfürsorge,0.640066921710968,Katholik,0.6278772950172424,Jugoslawe,0.6239975690841675,Tourist,0.6133965849876404,Leichtathletik,0.5980006456375122,Hommes,0.5965279936790466,Caritasverband,0.5876496434211731,Bundestau,0.5866992473602295,Türke,0.5842894315719604,Verkehrswacht,0.5830996632575989
Heimatvertriebener,6,Zurücktreten,0.7444480657577515,Schlagsahn,0.739081621170044,Stehenbleiben,0.7390108704566956,bestehlen,0.73799067735672,Einzeldiskussion,0.7360092997550964,Seemannsgesetz,0.7313327193260193,Eheberatung,0.7310197353363037,Einsperren,0.7307679057121277,Ersteller,0.7240751385688782,Mutantur,0.7234057784080505
Heimatvertrieben,1,Vertriebene,0.84235680103302,Evakuierte,0.773956298828125,Flüchtling,0.766006350517273,Kriegsgeschädigte,0.7165220975875854,Kriegssachgeschädigte,0.7123026251792908,Ausgebombte,0.7072077393531799,Einheimische,0.7050772309303284,Bombengeschädigte,0.7011232972145081,Sowjetzonenflüchtling,0.6976783275604248,Umsiedler,0.6964967846870422
Heimatvertrieben,2,Vertriebene,0.8050682544708252,Flüchtling,0.7686631679534912,Sowjetzonenflüchtling,0.7062464356422424,Kriegssachgeschädigte,0.7029752731323242,Palästina,0.6711316704750061,Gleichstellung,0.6607422828674316,ehemals,0.6355933547019958,Zonenflüchtling,0.6333373785018921,Lastenausgleich,0.5621615648269653,Heimatvertriebene,0.5615440607070923
Heimatvertrieben,3,Kulturgut,0.652515709400177,Sprachkenntnis,0.6477785110473633,Nationalität,0.641417384147644,Abstammung,0.6247774958610535,Staatsbürgerschaft,0.6173658967018127,volkszugehörig,0.6147896647453308,Kernindustrie,0.6136084198951721,staatsangehörig,0.6065415740013123,Zigeuner,0.6055116653442383,Generalkonsul,0.603917121887207
Heimatvertrieben,4,Ostgebiet,0.7019497156143188,Volksgruppe,0.6968032121658325,Volkszugehörigkeit,0.6737315058708191,volkszugehörig,0.6691190600395203,Jude,0.6595034599304199,Sowjetbürger,0.6529439687728882,staatsangehörig,0.6498546004295349,Nationalität,0.6300010681152344,Siedlungsgebiet,0.6257948875427246,Wehrmacht,0.6208261251449585
Heimatvertrieben,5,Vertriebene,0.6987274289131165,Jude,0.6383808255195618,Siedlungsgebiet,0.6304753422737122,Staatsbürger,0.6218972206115723,jüdisch,0.5897719264030457,Ostgebiet,0.5722649693489075,vertrieben,0.5722332000732422,vietnamesisch,0.5721039175987244,Alliierte,0.5664539337158203,Vaterland,0.5637540817260742
Heimatvertrieben,6,Faschismus,0.5993779897689819,Staatsbürger,0.5984934568405151,jüdisch,0.5895573496818542,Vertriebene,0.5818175077438354,Volk,0.5813025236129761,Kriegsgefangen,0.5783491134643555,Kulturgeschichte,0.5752837061882019,Jude,0.5723714232444763,Katholik,0.5690997242927551,Überlebende,0.5677539110183716
Heimatvertrieben,7,Kolonialherrschaft,0.6695515513420105,schweizerisch,0.6555771827697754,Staatsräson,0.6463229656219482,Staatsbürgerin,0.6129856705665588,Soforthilfemaßnahme,0.6128565073013306,Staatsbürger,0.6063476800918579,Zwangsarbeiter,0.582867443561554,Großmachtpolitik,0.5771967172622681,staatsangehörig,0.5758175253868103,Diplomat,0.575122058391571
Heimatvertrieben,8,verklausuliert,0.7356045246124268,Kapitän,0.7092708945274353,demgegenüber,0.7056610584259033,Grabstein,0.6942914724349976,Rampenlicht,0.6732292771339417,synonym,0.667842447757721,Staatsschiff,0.6671373844146729,Denkmalschutz,0.6610080003738403,Hase,0.6487447619438171,Startloch,0.6475054621696472
